timestamp,value
2025-04-22 05:36:21.814562,2.4835707650561636
2025-04-22 05:36:22.814562,0.3170626967251229
2025-04-22 05:36:23.814562,5.244931255730316
2025-04-22 05:36:24.814562,10.599287326516539
2025-04-22 05:36:25.814562,2.760599247866618
2025-04-22 05:36:26.814562,3.6678316196334437
2025-04-22 05:36:27.814562,13.592405146626612
2025-04-22 05:36:28.814562,10.333268780821609
2025-04-22 05:36:29.814562,4.882253685119844
2025-04-22 05:36:30.814562,10.602254846372398
2025-04-22 05:36:31.814562,6.151767171967523
2025-04-22 05:36:32.814562,6.633273242448277
2025-04-22 05:36:33.814562,10.573438608873019
2025-04-22 05:36:34.814562,0.10347500380400732
2025-04-22 05:36:35.814562,1.2529577610356757
2025-04-22 05:36:36.814562,7.173084622799033
2025-04-22 05:36:37.814562,4.92555611556145
2025-04-22 05:36:38.814562,11.46429902811977
2025-04-22 05:36:39.814562,5.1554391142171845
2025-04-22 05:36:40.814562,2.337698007624856
2025-04-22 05:36:41.814562,16.335298306637323
2025-04-22 05:36:42.814562,7.394189676964073
2025-04-22 05:36:43.814562,8.289841593670111
2025-04-22 05:36:44.814562,0.17652136869718138
2025-04-22 05:36:45.814562,3.8519888442018413
2025-04-22 05:36:46.814562,6.335138799615061
2025-04-22 05:36:47.814562,-0.8267474612222792
2025-04-22 05:36:48.814562,5.904164998423326
2025-04-22 05:36:49.814562,0.0788967253067443
2025-04-22 05:36:50.814562,0.6486167318055451
2025-04-22 05:36:51.814562,-1.8979326799056873
2025-04-22 05:36:52.814562,9.364184334950036
2025-04-22 05:36:53.814562,-0.973547594023747
2025-04-22 05:36:54.814562,-7.194234273534356
2025-04-22 05:36:55.814562,1.22685397331162
2025-04-22 05:36:56.814562,-9.940860167916235
2025-04-22 05:36:57.814562,-3.7039831331986175
2025-04-22 05:36:58.814562,-15.409904987550895
2025-04-22 05:36:59.814562,-13.05853162068603
2025-04-22 05:37:00.814562,-6.173918812946284
2025-04-22 05:37:01.814562,-4.13354212656497
2025-04-22 05:37:02.814562,-7.556903802658848
2025-04-22 05:37:03.814562,-9.494083985292605
2025-04-22 05:37:04.814562,-10.832567033264779
2025-04-22 05:37:05.814562,-17.03578112112492
2025-04-22 05:37:06.814562,-13.460208786882838
2025-04-22 05:37:07.814562,-12.281471634591064
2025-04-22 05:37:08.814562,-4.708234445029779
2025-04-22 05:37:09.814562,-8.189440982214464
2025-04-22 05:37:10.814562,-18.535419026402003
2025-04-22 05:37:11.814562,-7.813392737486021
2025-04-22 05:37:12.814562,-10.97664656158295
2025-04-22 05:37:13.814562,-11.96099611141031
2025-04-22 05:37:14.814562,-4.955724777485358
2025-04-22 05:37:15.814562,-2.2151299707093797
2025-04-22 05:37:16.814562,-1.9946145542072307
2025-04-22 05:37:17.814562,-10.060187434585544
2025-04-22 05:37:18.814562,-6.563465573195185
2025-04-22 05:37:19.814562,-2.4632411512908083
2025-04-22 05:37:20.814562,1.6980090075056085
2025-04-22 05:37:21.814562,-4.603330934777084
2025-04-22 05:37:22.814562,-2.1409940886907535
2025-04-22 05:37:23.814562,-5.737250832902742
2025-04-22 05:37:24.814562,-5.177390123700537
2025-04-22 05:37:25.814562,5.8672984355701
2025-04-22 05:37:26.814562,9.568498329629687
2025-04-22 05:37:27.814562,3.381461697810531
2025-04-22 05:37:28.814562,9.675248559716636
2025-04-22 05:37:29.814562,7.33435483270223
2025-04-22 05:37:30.814562,3.112830711463436
2025-04-22 05:37:31.814562,8.893046004534252
2025-04-22 05:37:32.814562,15.451651315165652
2025-04-22 05:37:33.814562,8.178615524972832
2025-04-22 05:37:34.814562,16.692039299360818
2025-04-22 05:37:35.814562,-3.8092412281362105
2025-04-22 05:37:36.814562,13.724959662144357
2025-04-22 05:37:37.814562,10.27862192002909
2025-04-22 05:37:38.814562,8.475942157109412
2025-04-22 05:37:39.814562,10.455727291538631
2025-04-22 05:37:40.814562,-0.016888983681235814
2025-04-22 05:37:41.814562,8.6454904555678
2025-04-22 05:37:42.814562,11.252974663392278
2025-04-22 05:37:43.814562,16.483929657952203
2025-04-22 05:37:44.814562,6.037443702449597
2025-04-22 05:37:45.814562,4.032697026929687
2025-04-22 05:37:46.814562,4.930428864645762
2025-04-22 05:37:47.814562,11.304435624133017
2025-04-22 05:37:48.814562,7.590809688543397
2025-04-22 05:37:49.814562,2.4572557659076346
2025-04-22 05:37:50.814562,6.779343571452849
2025-04-22 05:37:51.814562,3.762394834875201
2025-04-22 05:37:52.814562,7.150825705914964
2025-04-22 05:37:53.814562,-2.1955955829571776
2025-04-22 05:37:54.814562,-1.3299739423774313
2025-04-22 05:37:55.814562,-2.6616803696672555
2025-04-22 05:37:56.814562,-9.021043063941558
2025-04-22 05:37:57.814562,-1.2078298737809603
2025-04-22 05:37:58.814562,-2.34071097565944
2025-04-22 05:37:59.814562,-4.540807593125433
2025-04-22 05:38:00.814562,-6.613146775769431
